show_id,times_watched,mood-good,mood-fun,mood-wow,mood-sad,mood-so-so,mood-bad,name,followers,runtime,network,mean_rate,poster_image
82289,2171.705882352941,24.470588235294116,1.411764705882353,4.411764705882353,0.17647058823529413,0.5882352941176471,0.11764705882352941,Life on Mars (US),3538,45,ABC (US),3.93,https://dg31sz3gwrwan.cloudfront.net/poster/82289/1395001-0-optimized.jpg
82402,2605.1666666666665,8.833333333333334,0.8333333333333334,0.16666666666666666,0.0,0.3333333333333333,0.0,Hard Knocks (2001),5155,55,HBO,3.7400000000000007,https://dg31sz3gwrwan.cloudfront.net/poster/82402/1303565-0-optimized.jpg
82452,126.0625,1.75,0.0,0.1875,0.0,0.0625,0.0,The New Animated Adventures of Flash Gordon,283,25,NBC,1.5100000000000005,https://dg31sz3gwrwan.cloudfront.net/poster/82452/637191-0-optimized.jpg
82456,170.5,7.666666666666667,0.0,2.0,0.0,0.5,0.6666666666666666,Bonekickers,299,60,BBC One,3.1999999999999997,https://dg31sz3gwrwan.cloudfront.net/poster/82456/34048-0-optimized.jpg
82467,12976.166666666666,103.66666666666667,109.5,25.333333333333332,3.3333333333333335,6.0,1.3333333333333333,Eastbound & Down,18753,30,HBO,3.97,https://dg31sz3gwrwan.cloudfront.net/poster/82467/998224-0-optimized.jpg
82493,174420.8,552.52,220.48,59.72,2.76,5.92,2.8,iCarly,244907,25,Nickelodeon,4.060000000000001,https://dg31sz3gwrwan.cloudfront.net/poster/82493/1240157-0-optimized.jpg
82512,485.8,18.4,0.4,16.2,1.4,0.8,0.2,Criminal Justice,1489,60,BBC One,4.57,https://dg31sz3gwrwan.cloudfront.net/poster/82512/165001-0-optimized.jpg
82548,1768.8333333333333,6.833333333333333,19.333333333333332,0.16666666666666666,0.0,0.3333333333333333,0.0,Would I Lie to You?,2743,30,BBC One,4.0,https://dg31sz3gwrwan.cloudfront.net/poster/82548/1178222-0-optimized.jpg
82672,53502.09090909091,455.59090909090907,16.0,169.13636363636363,2.227272727272727,11.5,3.727272727272727,Legend of the Seeker,82682,45,ABC (US),4.310000000000001,https://dg31sz3gwrwan.cloudfront.net/poster/82672/884273-0-optimized.jpg
82682,189.1,4.6,0.15,1.8,0.1,0.2,0.05,Time Warp,323,45,Disney Channel,4.25,https://dg31sz3gwrwan.cloudfront.net/poster/82682/114301-0-optimized.jpg
82824,4365.307692307692,35.26923076923077,4.346153846153846,9.76923076923077,0.2692307692307692,1.2307692307692308,0.34615384615384615,Batman: The Brave and the Bold,8254,25,Cartoon Network,3.9300000000000024,https://dg31sz3gwrwan.cloudfront.net/poster/82824/952935-0-optimized.jpg
82832,13563.211538461539,37.17307692307692,0.9230769230769231,14.307692307692308,0.36538461538461536,0.5,0.1346153846153846,Bakugan Battle Brawlers,16643,25,Cartoon Network,4.379999999999997,https://dg31sz3gwrwan.cloudfront.net/poster/82832/131221-0-optimized.jpg
82866,1475.5,35.36363636363637,0.18181818181818182,11.045454545454545,1.4545454545454546,1.2727272727272727,0.45454545454545453,The Guardian,3330,45,CBS,3.98,https://dg31sz3gwrwan.cloudfront.net/poster/82866/772101-0-optimized.jpg
82895,845.4375,3.25,7.0,1.4375,0.0625,0.5,0.0625,Worst Week,1181,25,CBS,3.939999999999999,https://dg31sz3gwrwan.cloudfront.net/poster/82895/31740-0-optimized.jpg
82916,1462.85,3.6,15.0,0.3,0.0,0.1,0.1,Gary Unmarried,2011,25,CBS,3.9699999999999998,https://dg31sz3gwrwan.cloudfront.net/poster/82916/1137140-0-optimized.jpg
